image,max_confidence,detections_ge_005,detections_ge_010,detections_ge_025,detections_ge_050
images/train/IMG0003899.jpg,0.442613422870636,1,1,1,0
images/train/IMG0002960.jpg,0.4354659914970398,1,1,1,0
images/train/IMG0000212.jpg,0.40583041310310364,1,1,1,0
images/train/IMG0000081.jpg,0.3894687294960022,4,3,2,0
images/train/IMG0000701.jpg,0.3841446340084076,1,1,1,0
images/train/IMG0004286.jpg,0.38316377997398376,2,1,1,0
images/train/IMG0004270.jpg,0.3742195963859558,1,1,1,0
images/train/IMG0001533.jpg,0.36966466903686523,1,1,1,0
images/train/IMG0003784.jpg,0.36734840273857117,1,1,1,0
images/train/IMG0002730.jpg,0.3370063900947571,1,1,1,0
images/train/IMG0002821.jpg,0.33557406067848206,1,1,1,0
images/train/IMG0001370.jpg,0.3318902850151062,2,1,1,0
images/train/IMG0003428.jpg,0.3305855691432953,1,1,1,0
images/train/IMG0000585.jpg,0.3300727307796478,1,1,1,0
images/train/IMG0002712.jpg,0.32707861065864563,1,1,1,0
images/train/IMG0000082.jpg,0.3266852796077728,1,1,1,0
images/train/IMG0003527.jpg,0.3252611756324768,1,1,1,0
images/train/IMG0003358.jpg,0.3215423822402954,1,1,1,0
images/train/IMG0000012.jpg,0.31529656052589417,2,1,1,0
images/train/IMG0002234.jpg,0.30613768100738525,2,1,1,0
images/train/IMG0002940.jpg,0.304961234331131,1,1,1,0
images/train/IMG0000875.jpg,0.3018651604652405,1,1,1,0
images/train/IMG0001775.jpg,0.30129820108413696,1,1,1,0
images/train/IMG0000131.jpg,0.30096152424812317,1,1,1,0
images/train/IMG0001529.jpg,0.299834668636322,1,1,1,0
images/train/IMG0000038.jpg,0.2977384924888611,1,1,1,0
images/train/IMG0003326.jpg,0.2970218360424042,1,1,1,0
images/train/IMG0002117.jpg,0.294385701417923,2,1,1,0
images/train/IMG0001389.jpg,0.29054465889930725,1,1,1,0
images/train/IMG0003891.jpg,0.286703884601593,1,1,1,0
images/train/IMG0003568.jpg,0.2861635982990265,1,1,1,0
images/train/IMG0000815.jpg,0.28191816806793213,1,1,1,0
images/train/IMG0000276.jpg,0.2791081666946411,1,1,1,0
images/train/IMG0004372.jpg,0.2744566798210144,1,1,1,0
images/train/IMG0002948.jpg,0.2717101275920868,1,1,1,0
images/train/IMG0004265.jpg,0.2717101275920868,1,1,1,0
images/train/IMG0001213.jpg,0.2563924491405487,1,1,1,0
images/train/IMG0001201.jpg,0.24906721711158752,2,2,0,0
images/train/IMG0002860.jpg,0.2453867793083191,1,1,0,0
images/train/IMG0003853.jpg,0.24149325489997864,1,1,0,0
images/train/IMG0003426.jpg,0.24075950682163239,2,2,0,0
images/train/IMG0000008.jpg,0.23797009885311127,2,1,0,0
images/train/IMG0003204.jpg,0.23731793463230133,1,1,0,0
images/train/IMG0003465.jpg,0.23382633924484253,2,1,0,0
images/train/IMG0002000.jpg,0.2336367517709732,1,1,0,0
images/train/IMG0001212.jpg,0.23309136927127838,1,1,0,0
images/train/IMG0002112.jpg,0.22749312222003937,1,1,0,0
images/train/IMG0000034.jpg,0.22463154792785645,4,3,0,0
images/train/IMG0000096.jpg,0.2232469618320465,1,1,0,0
images/train/IMG0000968.jpg,0.2194010317325592,1,1,0,0
images/train/IMG0003646.jpg,0.21674858033657074,1,1,0,0
images/train/IMG0002160.jpg,0.21512062847614288,1,1,0,0
images/train/IMG0000246.jpg,0.214146688580513,1,1,0,0
images/train/IMG0000765.jpg,0.21055451035499573,1,1,0,0
images/train/IMG0003710.jpg,0.21031177043914795,3,1,0,0
images/train/IMG0002205.jpg,0.20996835827827454,1,1,0,0
images/train/IMG0003740.jpg,0.20725803077220917,1,1,0,0
images/train/IMG0004148.jpg,0.20388950407505035,1,1,0,0
images/train/IMG0002924.jpg,0.20388348400592804,1,1,0,0
images/train/IMG0000709.jpg,0.20387472212314606,1,1,0,0
images/train/IMG0001480.jpg,0.19877047836780548,1,1,0,0
images/train/IMG0002921.jpg,0.1982685923576355,1,1,0,0
images/train/IMG0003949.jpg,0.19670772552490234,2,2,0,0
images/train/IMG0001847.jpg,0.19663043320178986,1,1,0,0
images/train/IMG0002793.jpg,0.1957753300666809,1,1,0,0
images/train/IMG0003604.jpg,0.1933465451002121,1,1,0,0
images/train/IMG0002792.jpg,0.1918664574623108,1,1,0,0
images/train/IMG0003058.jpg,0.19155558943748474,1,1,0,0
images/train/IMG0002964.jpg,0.19069348275661469,1,1,0,0
images/train/IMG0003170.jpg,0.19058871269226074,2,1,0,0
images/train/IMG0000234.jpg,0.19019518792629242,1,1,0,0
images/train/IMG0002214.jpg,0.18992894887924194,1,1,0,0
images/train/IMG0003706.jpg,0.18863964080810547,1,1,0,0
images/train/IMG0004017.jpg,0.1868811994791031,2,1,0,0
images/train/IMG0002636.jpg,0.18540078401565552,1,1,0,0
images/train/IMG0000863.jpg,0.1830848604440689,1,1,0,0
images/train/IMG0001768.jpg,0.1827666461467743,1,1,0,0
images/train/IMG0001324.jpg,0.18146902322769165,1,1,0,0
images/train/IMG0000656.jpg,0.18130099773406982,1,1,0,0
images/train/IMG0003642.jpg,0.1806296557188034,1,1,0,0
images/train/IMG0000397.jpg,0.18010659515857697,1,1,0,0
images/train/IMG0001035.jpg,0.17993028461933136,2,1,0,0
images/train/IMG0001289.jpg,0.17976287007331848,1,1,0,0
images/train/IMG0003181.jpg,0.17907649278640747,1,1,0,0
images/train/IMG0001204.jpg,0.17819906771183014,1,1,0,0
images/train/IMG0001600.jpg,0.17652975022792816,1,1,0,0
images/train/IMG0003352.jpg,0.1757664829492569,1,1,0,0
images/train/IMG0002220.jpg,0.1754036247730255,2,1,0,0
images/train/IMG0000382.jpg,0.17443500459194183,2,2,0,0
images/train/IMG0000497.jpg,0.17424507439136505,1,1,0,0
images/train/IMG0000084.jpg,0.17271138727664948,1,1,0,0
images/train/IMG0003260.jpg,0.17163410782814026,1,1,0,0
images/train/IMG0002235.jpg,0.17055203020572662,1,1,0,0
images/train/IMG0000967.jpg,0.16970747709274292,1,1,0,0
images/train/IMG0001240.jpg,0.16895046830177307,1,1,0,0
images/train/IMG0000693.jpg,0.1640768051147461,1,1,0,0
images/train/IMG0001263.jpg,0.16309256851673126,1,1,0,0
images/train/IMG0002795.jpg,0.1630706936120987,1,1,0,0
images/train/IMG0003186.jpg,0.1614394336938858,2,2,0,0
images/train/IMG0001162.jpg,0.1610284000635147,1,1,0,0
images/train/IMG0004149.jpg,0.16047926247119904,1,1,0,0
images/train/IMG0000914.jpg,0.1598866730928421,2,1,0,0
images/train/IMG0000329.jpg,0.15975382924079895,1,1,0,0
images/train/IMG0003670.jpg,0.15855097770690918,1,1,0,0
images/train/IMG0000785.jpg,0.1564602106809616,1,1,0,0
images/train/IMG0003322.jpg,0.15632671117782593,2,1,0,0
images/train/IMG0000799.jpg,0.15627935528755188,1,1,0,0
images/train/IMG0001179.jpg,0.15574027597904205,2,2,0,0
images/train/IMG0000384.jpg,0.1556701362133026,1,1,0,0
images/train/IMG0001588.jpg,0.15427568554878235,1,1,0,0
images/train/IMG0000796.jpg,0.15264448523521423,1,1,0,0
images/train/IMG0000383.jpg,0.15262968838214874,1,1,0,0
images/train/IMG0004154.jpg,0.15245603024959564,1,1,0,0
images/train/IMG0002876.jpg,0.149013951420784,1,1,0,0
images/train/IMG0003639.jpg,0.14861682057380676,2,1,0,0
images/train/IMG0000091.jpg,0.14618530869483948,1,1,0,0
images/train/IMG0002782.jpg,0.1436392217874527,1,1,0,0
images/train/IMG0001701.jpg,0.1423189491033554,1,1,0,0
images/train/IMG0003425.jpg,0.14214640855789185,1,1,0,0
images/train/IMG0003720.jpg,0.14163212478160858,1,1,0,0
images/train/IMG0004273.jpg,0.13982337713241577,1,1,0,0
images/train/IMG0000623.jpg,0.13974906504154205,1,1,0,0
images/train/IMG0002634.jpg,0.1360347867012024,1,1,0,0
images/train/IMG0000743.jpg,0.13386256992816925,1,1,0,0
images/train/IMG0003141.jpg,0.1326524168252945,1,1,0,0
images/train/IMG0001772.jpg,0.13235309720039368,1,1,0,0
images/train/IMG0003295.jpg,0.1297348141670227,1,1,0,0
images/train/IMG0003577.jpg,0.1285061240196228,1,1,0,0
images/train/IMG0003865.jpg,0.12785156071186066,1,1,0,0
images/train/IMG0001446.jpg,0.12739156186580658,1,1,0,0
images/train/IMG0001178.jpg,0.1265745311975479,1,1,0,0
images/train/IMG0000016.jpg,0.1263527125120163,1,1,0,0
images/train/IMG0001084.jpg,0.12497898936271667,1,1,0,0
images/train/IMG0000249.jpg,0.12401390075683594,1,1,0,0
images/train/IMG0001294.jpg,0.1238507553935051,1,1,0,0
images/train/IMG0003934.jpg,0.12355346232652664,2,1,0,0
images/train/IMG0000846.jpg,0.12058188766241074,2,2,0,0
images/train/IMG0000130.jpg,0.12054514139890671,2,1,0,0
images/train/IMG0001850.jpg,0.12036877870559692,1,1,0,0
images/train/IMG0000619.jpg,0.11937935650348663,1,1,0,0
images/train/IMG0002146.jpg,0.11906921118497849,1,1,0,0
images/train/IMG0003888.jpg,0.11903145909309387,1,1,0,0
images/train/IMG0000582.jpg,0.1176626905798912,1,1,0,0
images/train/IMG0001528.jpg,0.1171068623661995,2,1,0,0
images/train/IMG0001982.jpg,0.11644420772790909,1,1,0,0
images/train/IMG0000050.jpg,0.1162053570151329,1,1,0,0
images/train/IMG0003726.jpg,0.11474405229091644,1,1,0,0
images/train/IMG0002616.jpg,0.1140764132142067,1,1,0,0
images/train/IMG0000410.jpg,0.11373364925384521,1,1,0,0
images/train/IMG0003991.jpg,0.1136755496263504,1,1,0,0
images/train/IMG0001172.jpg,0.11350741237401962,2,1,0,0
images/train/IMG0003416.jpg,0.11247043311595917,1,1,0,0
images/train/IMG0000308.jpg,0.1122828871011734,3,1,0,0
images/train/IMG0000296.jpg,0.10990651696920395,1,1,0,0
images/train/IMG0002118.jpg,0.10938460379838943,1,1,0,0
images/train/IMG0000906.jpg,0.10818228125572205,1,1,0,0
images/train/IMG0001678.jpg,0.10599137842655182,1,1,0,0
images/train/IMG0001700.jpg,0.10450516641139984,1,1,0,0
images/train/IMG0000683.jpg,0.10408030450344086,1,1,0,0
images/train/IMG0000586.jpg,0.10346143692731857,1,1,0,0
images/train/IMG0001337.jpg,0.1025429219007492,1,1,0,0
images/train/IMG0001081.jpg,0.1022164598107338,1,1,0,0
images/train/IMG0000301.jpg,0.10177642852067947,1,1,0,0
images/train/IMG0002757.jpg,0.101434625685215,1,1,0,0
images/train/IMG0003155.jpg,0.10140171647071838,1,1,0,0
images/train/IMG0000719.jpg,0.10119634866714478,1,1,0,0
images/train/IMG0002845.jpg,0.09999562054872513,2,0,0,0
images/train/IMG0000994.jpg,0.09906031936407089,1,0,0,0
images/train/IMG0000706.jpg,0.0985274389386177,1,0,0,0
images/train/IMG0001286.jpg,0.09831490367650986,1,0,0,0
images/train/IMG0000172.jpg,0.09829828888177872,1,0,0,0
images/train/IMG0003104.jpg,0.09820573031902313,1,0,0,0
images/train/IMG0000924.jpg,0.09805595874786377,1,0,0,0
images/train/IMG0002956.jpg,0.09781049937009811,1,0,0,0
images/train/IMG0004260.jpg,0.09781049937009811,1,0,0,0
images/train/IMG0004019.jpg,0.09751807153224945,1,0,0,0
images/train/IMG0001104.jpg,0.09708241373300552,1,0,0,0
images/train/IMG0000267.jpg,0.09684763848781586,1,0,0,0
images/train/IMG0002044.jpg,0.09598162025213242,1,0,0,0
images/train/IMG0001514.jpg,0.0954476073384285,1,0,0,0
images/train/IMG0003455.jpg,0.09436894953250885,1,0,0,0
images/train/IMG0003605.jpg,0.09427396953105927,1,0,0,0
images/train/IMG0001593.jpg,0.09369079023599625,1,0,0,0
images/train/IMG0000590.jpg,0.09331588447093964,1,0,0,0
images/train/IMG0004371.jpg,0.09258312731981277,1,0,0,0
images/train/IMG0001891.jpg,0.09247556328773499,1,0,0,0
images/train/IMG0000186.jpg,0.09185100346803665,1,0,0,0
images/train/IMG0002162.jpg,0.09076117724180222,2,0,0,0
images/train/IMG0003838.jpg,0.09021506458520889,1,0,0,0
images/train/IMG0001505.jpg,0.09014206379652023,2,0,0,0
images/train/IMG0002637.jpg,0.08992715924978256,1,0,0,0
images/train/IMG0003750.jpg,0.08969881385564804,1,0,0,0
images/train/IMG0003023.jpg,0.08887673169374466,1,0,0,0
images/train/IMG0003500.jpg,0.08774129301309586,1,0,0,0
images/train/IMG0001628.jpg,0.08774031698703766,1,0,0,0
images/train/IMG0002230.jpg,0.08752007782459259,1,0,0,0
images/train/IMG0000426.jpg,0.08707889169454575,1,0,0,0
images/train/IMG0003162.jpg,0.08650598675012589,1,0,0,0
images/train/IMG0000314.jpg,0.0863947793841362,1,0,0,0
images/train/IMG0000295.jpg,0.08630301803350449,2,0,0,0
images/train/IMG0001596.jpg,0.08606114238500595,1,0,0,0
images/train/IMG0001114.jpg,0.08592797815799713,1,0,0,0
images/train/IMG0000736.jpg,0.08576954901218414,1,0,0,0
images/train/IMG0000665.jpg,0.0856340155005455,1,0,0,0
images/train/IMG0003623.jpg,0.08543060719966888,1,0,0,0
images/train/IMG0003448.jpg,0.08445572853088379,1,0,0,0
images/train/IMG0000065.jpg,0.08418905735015869,1,0,0,0
images/train/IMG0001281.jpg,0.08344139903783798,1,0,0,0
images/train/IMG0002825.jpg,0.0830133929848671,1,0,0,0
images/train/IMG0001527.jpg,0.08293753862380981,1,0,0,0
images/train/IMG0000062.jpg,0.08271760493516922,1,0,0,0
images/train/IMG0003753.jpg,0.08247191458940506,2,0,0,0
images/train/IMG0001297.jpg,0.08227184414863586,1,0,0,0
images/train/IMG0003480.jpg,0.08188538253307343,1,0,0,0
images/train/IMG0000161.jpg,0.081718310713768,1,0,0,0
images/train/IMG0000867.jpg,0.08154211193323135,1,0,0,0
images/train/IMG0003780.jpg,0.08133157342672348,1,0,0,0
images/train/IMG0002968.jpg,0.08043298125267029,1,0,0,0
images/train/IMG0000219.jpg,0.0800144225358963,1,0,0,0
images/train/IMG0002993.jpg,0.07984817028045654,1,0,0,0
images/train/IMG0003015.jpg,0.07903285324573517,1,0,0,0
images/train/IMG0003650.jpg,0.07715169340372086,1,0,0,0
images/train/IMG0000198.jpg,0.07676533609628677,1,0,0,0
images/train/IMG0001099.jpg,0.0766126960515976,1,0,0,0
images/train/IMG0004179.jpg,0.07622439414262772,1,0,0,0
images/train/IMG0001932.jpg,0.07613066583871841,1,0,0,0
images/train/IMG0003417.jpg,0.07603567838668823,1,0,0,0
images/train/IMG0002688.jpg,0.07598868757486343,1,0,0,0
images/train/IMG0003596.jpg,0.07572484761476517,1,0,0,0
images/train/IMG0003637.jpg,0.0753549188375473,1,0,0,0
images/train/IMG0003284.jpg,0.07528186589479446,2,0,0,0
images/train/IMG0002794.jpg,0.07525958865880966,1,0,0,0
images/train/IMG0001793.jpg,0.07472862303256989,1,0,0,0
images/train/IMG0002266.jpg,0.07464386522769928,1,0,0,0
images/train/IMG0002895.jpg,0.07370340079069138,1,0,0,0
images/train/IMG0003245.jpg,0.07357465475797653,1,0,0,0
images/train/IMG0002852.jpg,0.07313963025808334,2,0,0,0
images/train/IMG0003511.jpg,0.07282070815563202,1,0,0,0
images/train/IMG0003501.jpg,0.07269995659589767,1,0,0,0
images/train/IMG0001613.jpg,0.07256844639778137,1,0,0,0
images/train/IMG0000162.jpg,0.07246366888284683,1,0,0,0
images/train/IMG0003739.jpg,0.07208563387393951,1,0,0,0
images/train/IMG0003391.jpg,0.07187286019325256,1,0,0,0
images/train/IMG0001954.jpg,0.07143792510032654,2,0,0,0
images/train/IMG0000088.jpg,0.0713072121143341,1,0,0,0
images/train/IMG0003849.jpg,0.07036564499139786,1,0,0,0
images/train/IMG0000925.jpg,0.07000502198934555,1,0,0,0
images/train/IMG0000715.jpg,0.06954991817474365,1,0,0,0
images/train/IMG0003135.jpg,0.06944449245929718,1,0,0,0
images/train/IMG0003521.jpg,0.06917630136013031,1,0,0,0
images/train/IMG0003725.jpg,0.06912513822317123,1,0,0,0
images/train/IMG0001634.jpg,0.06842832267284393,1,0,0,0
images/train/IMG0001794.jpg,0.06790152192115784,1,0,0,0
images/train/IMG0000133.jpg,0.06771232932806015,1,0,0,0
images/train/IMG0002104.jpg,0.06770931929349899,1,0,0,0
images/train/IMG0000483.jpg,0.06770223379135132,1,0,0,0
images/train/IMG0002116.jpg,0.06768964231014252,1,0,0,0
images/train/IMG0001719.jpg,0.06672876328229904,2,0,0,0
images/train/IMG0000778.jpg,0.06649019569158554,1,0,0,0
images/train/IMG0001597.jpg,0.06554640084505081,1,0,0,0
images/train/IMG0003837.jpg,0.06543626636266708,2,0,0,0
images/train/IMG0003618.jpg,0.06522664427757263,1,0,0,0
images/train/IMG0001085.jpg,0.06504371762275696,2,0,0,0
images/train/IMG0003807.jpg,0.06503096222877502,1,0,0,0
images/train/IMG0002912.jpg,0.06502098590135574,1,0,0,0
images/train/IMG0001315.jpg,0.06500391662120819,1,0,0,0
images/train/IMG0003554.jpg,0.06499817967414856,1,0,0,0
images/train/IMG0001083.jpg,0.06397048383951187,1,0,0,0
images/train/IMG0002936.jpg,0.06378605961799622,1,0,0,0
images/train/IMG0000662.jpg,0.06329777836799622,1,0,0,0
images/train/IMG0001892.jpg,0.06325826048851013,2,0,0,0
images/train/IMG0004297.jpg,0.06279827654361725,1,0,0,0
images/train/IMG0001422.jpg,0.06259080767631531,1,0,0,0
images/train/IMG0001181.jpg,0.06241486594080925,1,0,0,0
images/train/IMG0001619.jpg,0.0623578242957592,1,0,0,0
images/train/IMG0002031.jpg,0.06220412999391556,1,0,0,0
images/train/IMG0000037.jpg,0.062194567173719406,1,0,0,0
images/train/IMG0000491.jpg,0.06190012767910957,1,0,0,0
images/train/IMG0002083.jpg,0.0610613189637661,2,0,0,0
images/train/IMG0002944.jpg,0.06033328175544739,1,0,0,0
images/train/IMG0000043.jpg,0.05917767062783241,1,0,0,0
images/train/IMG0000427.jpg,0.058987077325582504,2,0,0,0
images/train/IMG0002132.jpg,0.058694228529930115,1,0,0,0
images/train/IMG0000177.jpg,0.05866914987564087,1,0,0,0
images/train/IMG0001728.jpg,0.058528393507003784,1,0,0,0
images/train/IMG0003992.jpg,0.05846518278121948,1,0,0,0
images/train/IMG0001746.jpg,0.058351967483758926,1,0,0,0
images/train/IMG0003737.jpg,0.05821548402309418,2,0,0,0
images/train/IMG0003316.jpg,0.05757032334804535,1,0,0,0
images/train/IMG0001554.jpg,0.057104840874671936,1,0,0,0
images/train/IMG0001344.jpg,0.05700963735580444,1,0,0,0
images/train/IMG0003801.jpg,0.05687863007187843,1,0,0,0
images/train/IMG0003251.jpg,0.05682588368654251,1,0,0,0
images/train/IMG0002869.jpg,0.05666710436344147,1,0,0,0
images/train/IMG0001374.jpg,0.05649041384458542,2,0,0,0
images/train/IMG0004189.jpg,0.056379832327365875,1,0,0,0
images/train/IMG0002281.jpg,0.05631609261035919,1,0,0,0
images/train/IMG0000510.jpg,0.056298281997442245,1,0,0,0
images/train/IMG0000032.jpg,0.05627750605344772,1,0,0,0
images/train/IMG0002896.jpg,0.05607994645833969,1,0,0,0
images/train/IMG0001522.jpg,0.05600941553711891,1,0,0,0
images/train/IMG0001967.jpg,0.0558607280254364,1,0,0,0
images/train/IMG0003039.jpg,0.05514666438102722,1,0,0,0
images/train/IMG0000028.jpg,0.05508869141340256,1,0,0,0
images/train/IMG0003789.jpg,0.0550585500895977,1,0,0,0
images/train/IMG0000148.jpg,0.05497483164072037,1,0,0,0
images/train/IMG0003537.jpg,0.05493615195155144,1,0,0,0
images/train/IMG0001387.jpg,0.05466547608375549,1,0,0,0
images/train/IMG0000803.jpg,0.0544053390622139,1,0,0,0
images/train/IMG0000834.jpg,0.05424792692065239,1,0,0,0
images/train/IMG0001402.jpg,0.054243870079517365,1,0,0,0
images/train/IMG0003678.jpg,0.05385644733905792,1,0,0,0
images/train/IMG0003036.jpg,0.05369121953845024,1,0,0,0
images/train/IMG0003087.jpg,0.05352247133851051,1,0,0,0
images/train/IMG0001879.jpg,0.053436484187841415,1,0,0,0
images/train/IMG0003003.jpg,0.053192850202322006,1,0,0,0
images/train/IMG0003471.jpg,0.05313025787472725,1,0,0,0
images/train/IMG0000182.jpg,0.052958834916353226,1,0,0,0
images/train/IMG0003002.jpg,0.05285561457276344,1,0,0,0
images/train/IMG0004277.jpg,0.05285561457276344,1,0,0,0
images/train/IMG0001579.jpg,0.05280393362045288,1,0,0,0
images/train/IMG0002290.jpg,0.05278826877474785,1,0,0,0
images/train/IMG0003440.jpg,0.052663855254650116,1,0,0,0
images/train/IMG0003738.jpg,0.05222754180431366,1,0,0,0
images/train/IMG0002969.jpg,0.05211915448307991,1,0,0,0
images/train/IMG0002694.jpg,0.05192961171269417,1,0,0,0
images/train/IMG0004096.jpg,0.05192961171269417,1,0,0,0
images/train/IMG0002702.jpg,0.05165289714932442,1,0,0,0
images/train/IMG0002221.jpg,0.051484208554029465,1,0,0,0
images/train/IMG0003964.jpg,0.05132279917597771,1,0,0,0
images/train/IMG0000264.jpg,0.051283832639455795,1,0,0,0
images/train/IMG0000111.jpg,0.05059519410133362,1,0,0,0
images/train/IMG0000910.jpg,0.050576597452163696,1,0,0,0
images/train/IMG0001928.jpg,0.050387028604745865,1,0,0,0
images/train/IMG0002184.jpg,0.04999912157654762,0,0,0,0
images/train/IMG0000265.jpg,0.049905478954315186,0,0,0,0
images/train/IMG0000595.jpg,0.04951230809092522,0,0,0,0
images/train/IMG0001256.jpg,0.04933280125260353,0,0,0,0
images/train/IMG0000515.jpg,0.049311574548482895,0,0,0,0
images/train/IMG0003811.jpg,0.049078620970249176,0,0,0,0
images/train/IMG0002268.jpg,0.04888823255896568,0,0,0,0
images/train/IMG0003054.jpg,0.04851629212498665,0,0,0,0
images/train/IMG0003084.jpg,0.048455771058797836,0,0,0,0
images/train/IMG0000293.jpg,0.048048678785562515,0,0,0,0
images/train/IMG0003998.jpg,0.0479678139090538,0,0,0,0
images/train/IMG0004092.jpg,0.04777497798204422,0,0,0,0
images/train/IMG0001465.jpg,0.04773218557238579,0,0,0,0
images/train/IMG0001604.jpg,0.04690307378768921,0,0,0,0
images/train/IMG0003759.jpg,0.046591926366090775,0,0,0,0
images/train/IMG0000051.jpg,0.04657185077667236,0,0,0,0
images/train/IMG0003562.jpg,0.04639337211847305,0,0,0,0
images/train/IMG0001975.jpg,0.046286385506391525,0,0,0,0
images/train/IMG0002288.jpg,0.04542268440127373,0,0,0,0
images/train/IMG0001393.jpg,0.04530027508735657,0,0,0,0
images/train/IMG0002913.jpg,0.0450252927839756,0,0,0,0
images/train/IMG0001319.jpg,0.0448036827147007,0,0,0,0
images/train/IMG0000315.jpg,0.04412887990474701,0,0,0,0
images/train/IMG0002253.jpg,0.04370255768299103,0,0,0,0
images/train/IMG0001226.jpg,0.043615810573101044,0,0,0,0
images/train/IMG0001355.jpg,0.04356684908270836,0,0,0,0
images/train/IMG0003350.jpg,0.043475501239299774,0,0,0,0
images/train/IMG0000097.jpg,0.04324432462453842,0,0,0,0
images/train/IMG0003347.jpg,0.04318176954984665,0,0,0,0
images/train/IMG0001641.jpg,0.04295870661735535,0,0,0,0
images/train/IMG0000107.jpg,0.04265599325299263,0,0,0,0
images/train/IMG0004259.jpg,0.042260315269231796,0,0,0,0
images/train/IMG0003040.jpg,0.042012568563222885,0,0,0,0
images/train/IMG0004280.jpg,0.041621867567300797,0,0,0,0
images/train/IMG0001384.jpg,0.04156527668237686,0,0,0,0
images/train/IMG0001924.jpg,0.04148925095796585,0,0,0,0
images/train/IMG0001455.jpg,0.041158854961395264,0,0,0,0
images/train/IMG0003580.jpg,0.04112755134701729,0,0,0,0
images/train/IMG0002246.jpg,0.04109138622879982,0,0,0,0
images/train/IMG0003114.jpg,0.0409737229347229,0,0,0,0
images/train/IMG0002251.jpg,0.04093693941831589,0,0,0,0
images/train/IMG0003929.jpg,0.04086201265454292,0,0,0,0
images/train/IMG0000055.jpg,0.04071258008480072,0,0,0,0
images/train/IMG0002134.jpg,0.04068534076213837,0,0,0,0
images/train/IMG0000201.jpg,0.040307968854904175,0,0,0,0
images/train/IMG0001060.jpg,0.040241241455078125,0,0,0,0
images/train/IMG0000123.jpg,0.03982779383659363,0,0,0,0
images/train/IMG0001714.jpg,0.03973887115716934,0,0,0,0
images/train/IMG0000175.jpg,0.03947808966040611,0,0,0,0
images/train/IMG0000280.jpg,0.03942595794796944,0,0,0,0
images/train/IMG0003160.jpg,0.0392175130546093,0,0,0,0
images/train/IMG0000685.jpg,0.039020050317049026,0,0,0,0
images/train/IMG0001458.jpg,0.038963623344898224,0,0,0,0
images/train/IMG0000782.jpg,0.0385383702814579,0,0,0,0
images/train/IMG0000713.jpg,0.0384337343275547,0,0,0,0
images/train/IMG0002101.jpg,0.037983886897563934,0,0,0,0
images/train/IMG0003745.jpg,0.0379558764398098,0,0,0,0
images/train/IMG0003548.jpg,0.03792320564389229,0,0,0,0
images/train/IMG0000150.jpg,0.03786701709032059,0,0,0,0
images/train/IMG0000561.jpg,0.03773022070527077,0,0,0,0
images/train/IMG0000184.jpg,0.0376865491271019,0,0,0,0
images/train/IMG0003300.jpg,0.0376034751534462,0,0,0,0
images/train/IMG0003665.jpg,0.037421755492687225,0,0,0,0
images/train/IMG0000601.jpg,0.03729386627674103,0,0,0,0
images/train/IMG0000431.jpg,0.03727063909173012,0,0,0,0
images/train/IMG0000553.jpg,0.03726658597588539,0,0,0,0
images/train/IMG0003702.jpg,0.03719931095838547,0,0,0,0
images/train/IMG0002759.jpg,0.036876365542411804,0,0,0,0
images/train/IMG0003096.jpg,0.03683934733271599,0,0,0,0
images/train/IMG0000705.jpg,0.03675982356071472,0,0,0,0
images/train/IMG0000388.jpg,0.03663599491119385,0,0,0,0
